dt,ts,lat,lng,thoroughfare,place_name
2017-06-14,1497457644166,-8.039485,-34.909825,Rua Professora Ângela Pinto,Via Total Centro Técnico Automotivo
2017-06-24,1498325998400,-8.061298,-34.931281,Rua Taím,Gilvan Eletricista
2017-06-17,1497711084635,-8.061298,-34.931281,Rua Taím,Gilvan Eletricista
2017-06-06,1496737775222,-8.037208,-34.945031,"Avenida Caxangá, 4547 em Várzea",Itaoca Veículos
2017-06-06,1496744391761,-8.039485,-34.909825,Rua Professora Ângela Pinto,Via Total Centro Técnico Automotivo
2017-06-22,1498174623673,-8.138735,-34.905915,Rua Izabel Magalhães,Recife Troca Lubrificantes
2017-06-19,1497887885058,-8.107172,-34.915017,Rua Cachoeira,Blind Service
2017-06-18,1497812090547,-8.026233,-34.89456,Rua Raul Pompéia,Pinheiro Auto Servic
2017-06-09,1496968005177,-8.118801,-34.899171,Rua Francisco da Cunha,Mar Veiculos
2017-06-07,1496875718035,-8.133172,-34.900723,Rua Doutor Vicente Gomes,Reparo Veículos
2017-06-19,1497904063729,-8.045525,-34.928211,Rua Sigismundo Gonçalves,"Mecânica Três ""M"""
2017-06-26,1497918043980,-8.046738,-34.920253,"Rua Joaquim Alheiros, 289 em Cordeiro",Severino Rodrigues Andrade Veículos - Cordeiro
2017-06-10,1497100114944,-8.015852,-34.921544,Rua Senador Milton de Campos,Moto Pecas Norte
2017-06-22,1498111358689,-8.043506,-34.930569,2A Travessa Onze de Agosto,Stilo Pecas e Servic
2017-06-16,1497629341356,-8.026251,-34.89456,Rua Raul Pompéia,Pinheiro Auto Servic
2017-06-19,1497874204066,-8.081516,-34.933323,Avenida Recife,Esplendicar Veículos
2017-06-20,1497972075469,-8.107637,-34.91621,Rua Itaquice 6,LIV Brasil
2017-06-21,1498074278273,-8.051108,-34.920001,Avenida Caxangá,Cardial Caminhões
2017-06-21,1498010662850,-8.059812,-34.939712,Rua Treze de Março,Ligue Peças 
2017-06-21,1498047410801,-8.116148,-34.90305,Rua Padre Carapuceiro,Mar Veiculos
2017-06-19,1497887197231,-8.040358,-34.887061,Avenida Norte Miguel Arraes de Alencar,Kalhambek Equipadora
2017-06-15,1497526831096,-8.081898,-34.904698,Rua Francisco Silveira,Target Recife Blindados
2017-06-13,1497377749777,-8.054009,-34.913509,"Rua Dra Amariles B Aguiar, 158",Juarez Veículos
2017-06-20,1498000582845,-8.040356,-34.887083,Avenida Norte Miguel Arraes de Alencar,Kalhambek Equipadora
2017-06-16,1497621554540,-8.123179,-34.905667,"Rua Ribeiro de Brito, ~957",Auto Mania
2017-06-13,1497354978363,-8.054097,-34.914253,Avenida Caxangá,Avs Multimarcas
2017-06-25,1498403961412,-8.061281,-34.931348,Rua Taím,Gilvan Eletricista
2017-06-22,1498134122019,-8.002488,-34.85791,"Av Pan Nordestina, ~2106",Chevrolet Hall
2017-06-11,1497197554794,-8.107159,-34.890865,Avenida Engenheiro Domingos Ferreira,Subaru Caoa - Recife
2017-06-29,1498749878459,-8.03697,-34.880095,Rua Odorico Mendes,J Peças Novas e Usadas em Geral
2017-06-09,1497028286766,-8.055589,-34.897372,Rua Carlos Pôrto Carreiro,Mapfre Seguros
2017-06-14,1497362185552,-8.089585,-34.907983,"Av Mal Mascarenhas Morais, 701",Caoa Veículos
2017-06-08,1496959989974,-8.049642,-34.896747,Avenida Conselheiro Rosa e Silva,Bradesco Seguros - Aflitos
2017-06-30,1498818664189,-8.019217,-34.894178,"Avenida Beberibe, 2160 em Fundão",Paulo Peças 
2017-06-09,1496972036956,-8.045533,-34.928221,Rua Sigismundo Gonçalves,"Mecânica Três ""M"""
2017-06-07,1496786990189,-8.10869,-34.891371,"Av. Domingos Ferreira, 2025",Rota Premium Veículos
2017-06-26,1498489990410,-8.105788,-34.911016,"Av Mascarenhas de Morais, 2555A",Fiat Italiana - Recife
2017-06-07,1496832288545,-8.125548,-34.915236,Avenida Marechal Mascarenhas de Morais,Auto Peças Universal
2017-06-22,1498145282699,-8.132215,-34.917914,Praça Ministro Salgado Filho,Pass Garagge
2017-06-17,1497706979688,-8.088598,-34.907854,Rua Embaixador Negrão de Lima,Hyundai Caoa
2017-06-28,1498402693464,-8.132516,-34.918345,Aeroporto Internacional dos Guararapes,Pass Garagge
2017-06-16,1497524915913,-8.074728,-34.907621,"Estrada dos Remédios, 616 em Afogados",Nev Car
2017-06-27,1498583395593,-8.061775,-34.909136,Avenida Engenheiro Abdias de Carvalho,Fiori
2017-06-16,1497639358534,-8.017706,-34.892819,Avenida Beberibe,Moto Pecas Norte
2017-06-30,1498858461081,-8.122588,-34.901552,Avenida Fernando Simões Barbosa,C Gonçalves Automóveis
2017-06-08,1496940754618,-8.038265,-34.942953,Avenida Caxangá,Granvia
2017-06-29,1498717106420,-8.06655,-34.881099,Rua da Palma,Tio Tonho Serviços e Auto Peças
2017-06-19,1497907073960,-8.054085,-34.914275,Avenida Caxangá,Avs Multimarcas
2017-06-29,1498736367518,-8.093726,-34.885747,Avenida Engenheiro Domingos Ferreira,HDI Seguros Bate-Pronto Pernambuco
2017-06-29,1498766384181,-8.125596,-34.910148,Avenida Desembargador José Neves,Fiori
2017-06-16,1497580032973,-8.02361,-34.896327,Rua São Bento,HP Sound Car
2017-06-24,1498318290101,-8.132226,-34.917979,Rua Desembarque Aeroporto,Pass Garagge
2017-06-15,1497560812636,-8.087995,-34.882935,Rua Carlos Líra Filho,Pit Stop
2017-06-18,1497784191622,-8.051132,-34.920025,Avenida Caxangá,Cardial Caminhões
2017-06-14,1497448402296,-8.111513,-34.920025,Rua Jean Emile Favre,Esquina Reta Equipadora
2017-06-08,1496931515119,-8.10605,-34.911796,Rua Jean Emile Favre,Amigos Corretora de Veículos
2017-06-28,1498674891932,-8.112253,-34.921093,Rua Jean Emile Favre,Acessórios Service
2017-06-26,1498493193046,-8.04351,-34.933186,Avenida Caxangá,Autoglass
2017-06-05,1496702229074,-8.10314,-34.91087,Avenida Marechal Mascarenhas de Morais,Fiat Italiana
2017-06-24,1498307010151,-8.039734,-34.887923,Avenida Norte Miguel Arraes de Alencar,Reynaux Peças
2017-06-29,1498751199157,-8.117995,-34.90484,Anel viário do Shopping Recife,Zito Automóveis
2017-06-07,1496865620407,-8.04173,-34.891394,Avenida João de Barros,Dirigindo Bem
2017-06-30,1498856862908,-8.126663,-34.906152,Rua General Americano Freire,F. Paes Servicos
2017-06-16,1497641190940,-8.108192,-34.911111,Rua Conde Pereira Carneiro,Ana K Auto Peças e Serviços
2017-06-11,1497139864900,-8.08495,-34.887759,"Avenida Engenheiro  Antônio Góes, 869 em Pina",Maxblindage
2017-06-09,1497042420705,-8.053192,-34.905573,Rua Demócrito de Souza Filho,Selva Automoveis
2017-06-23,1498231088383,-8.116356,-34.923957,Avenida Recife,R2 Equipadora
2017-06-22,1498093920586,-8.039734,-34.887923,Avenida Norte Miguel Arraes de Alencar,Reynaux Peças
2017-06-26,1498473022519,-8.073118,-34.895378,Avenida Central,Servi-Shopping Veículos
2017-06-27,1498572563562,-8.04031,-34.886997,Avenida Norte Miguel Arraes de Alencar,Kalhambek Equipadora
2017-06-27,1498453576446,-8.023655,-34.896241,"Rua São Bento, 298 em Água Fria",HP Sound Car
2017-06-16,1497645050914,-8.059838,-34.898498,Derby,Recife Motor
2017-06-28,1498680217642,-8.039076,-34.890182,"Av Norte, 2170",Renault Regence
2017-06-19,1497887286108,-8.042405,-34.935202,PE-005,Mega Veículos
2017-06-28,1498649552454,-8.132295,-34.918388,Rua Desembarque Aeroporto,Pass Garagge
2017-06-12,1497284595085,-8.126471,-34.919864,Rua Pintor Lula Cardoso Aires,Grupo Líder Peças e Serviços
2017-06-10,1497126332864,-8.043719,-34.907725,Rua José Bonifácio,Recife Honda
2017-06-26,1498443757127,-8.119969,-34.945655,2A Travessa São Pedro,Pronto Wash
2017-06-13,1497361874336,-8.092404,-34.90863,Avenida Marechal Mascarenhas de Morais,Meira Lins - Concessionária Volkswagen
2017-06-20,1497952491205,-8.058122,-34.908102,Rua Benfica,Camelo Comercio e Distribuicao - Madalena
2017-06-13,1497373611832,-8.057519,-34.904364,Rua Arlíndo Gouvêia,Mercenorte Comércio e Rep
2017-06-27,1498556344223,-8.082374,-34.908102,"Rua Prof Augusto Wanderley Fº, 101 PROVAIDER em Afogados",Target Recife Blindados
2017-06-30,1498685252903,-8.119718,-34.90431,Shopping Recife,Multi Ambiental
2017-06-12,1497290192212,-8.043392,-34.934638,Avenida Caxangá,Disnove
2017-06-28,1498631070650,-8.159124,-34.913141,Avenida Ayrton Senna da Silva,Poliroda Acessórios
2017-06-07,1496832132538,-8.044947,-34.880176,"Avenida Norte Miguel Arraes de Alencar, 866 em Santo Amaro",Adelmo Auto Serviços
2017-06-30,1498858100109,-8.067853,-34.896168,Avenida Governador Agamenon Magalhães,Servi-Shopping Veículos
2017-06-26,1498477521929,-8.15575,-34.913057,Rua Hermínio Alves de Queirós,Paulo Peças 
2017-06-29,1498751480841,-8.113156,-34.926389,Avenida Recife,Gustavo Veículos
2017-06-13,1497349328538,-8.039229,-34.890628,Av. Norte Miguel Arraes de Alencar,Mitsubishi Sael
2017-06-18,1497818877071,-8.1145,-34.914015,Rua Jaçanã,Via Norte
2017-06-28,1498610200563,-8.13875,-34.905937,Rua Izabel Magalhães,Recife Troca Lubrificantes
2017-06-12,1497244817925,-8.081739,-34.904612,Rua Escritor Souza Barros,Target Recife Blindados
2017-06-08,1496900171817,-8.081095,-34.967743,Avenida Liberdade,Bm Superbom
2017-06-14,1497472214682,-8.020589,-34.942213,Avenida da Recuperação,JAC Motors
2017-06-07,1496841831377,-8.041418,-34.937666,Avenida Caxangá,R C Veículos
2017-06-12,1497257855870,-8.081255,-34.905129,Avenida Sul Governador Cid Sampaio,Target Recife Blindados
2017-06-22,1498168259298,-8.046912,-34.877762,Avenida Norte Miguel Arraes de Alencar,Volkswagen do Brasil Ltda-Centro de Treinamento
2017-06-18,1497816351998,-8.138737,-34.905893,Rua Izabel Magalhães,Recife Troca Lubrificantes
2017-06-20,1497987213576,-8.043846,-34.90305,Rua Senador Alberto Paiva,Toyolex
2017-06-15,1497486034637,-8.142935,-34.918098,Avenida Marechal Mascarenhas de Morais,Locadora de Automoveis Bonfim
2017-06-22,1498148232218,-8.092474,-34.908639,Rua Engenheiro José Brandão Cavalcante,Meira Lins
2017-06-20,1497926383488,-8.029127,-34.915274,Rua Evaristo da Veiga,Moto Pecas Norte
2017-06-21,1497436813532,-8.098232,-34.910504,"Av. Mascarenhas de Morais, 1818",Autoline Honda
2017-06-28,1498641315359,-8.091558,-34.939949,Rua Padre Fernando Muller,Carlos veiculos
2017-06-22,1498088716397,-8.086559,-34.893914,RioMar Recife,Recife Motor
2017-06-10,1497134574482,-8.028707,-34.9289,Travessa Arapongas,Ng Car 
2017-06-21,1498059969591,-8.107182,-34.915006,Rua Cachoeira,Blind Service
2017-06-09,1497039942415,-8.126128,-34.920133,Rua Perimetral Aeroporto,Grupo Líder Peças e Serviços
2017-06-22,1498146175548,-8.138812,-34.906044,Rua Izabel Magalhães,Recife Troca Lubrificantes
2017-06-13,1497356186323,-8.113335,-34.904762,Avenida Antônio Tôrres Galvão,Bremen
2017-06-28,1498690987763,-8.059695,-34.890272,Avenida Manoel Borba,Oficina dos Oculos
2017-06-09,1497038319112,-8.046477,-34.906626,Rua Melquisedeque de Lima,VK Distribuidora de Peças e Acessórios
2017-06-14,1497479236494,-8.050585,-34.921016,Avenida Caxangá,Abelardo Ribeiro Equipadora
2017-06-30,1498786187018,-8.046677,-34.907068,Rua José Bonifácio,Oliveira Veículos
2017-06-24,1498072233620,-8.161379,-34.928706,https://kekanto.com.br/ruas/pe/recife/r-dr-julio-maranhao,Lider Auto Peças
2017-06-15,1497479675620,-8.062625,-34.913889,"Avenida Engenheiro  Abdias de Carvalho, 10792 em Cordeiro",Granvia Ford
2017-06-22,1498140290766,-8.067786,-34.908263,Travessa Bugre,Oficina Corcel
2017-06-10,1497128845450,-8.072254,-34.897361,Rua Jaraguari,Oficina do Ferreira
2017-06-27,1498577043351,-8.027424,-34.917316,Rua Doná Ana Xavier,Pedragon - Casa Amarela
2017-06-26,1498483610799,-8.043501,-34.932906,Avenida Caxangá,Autoglass
2017-06-19,1497893851424,-8.10931,-34.904278,Rua Le Parc,Juarez Veículos
2017-06-19,1497908592841,-8.053934,-34.912507,"Rua José Osório, 905 lj B em Madalena",Auto Modelo
2017-06-19,1497845453851,-8.028416,-34.907639,Rua Guimarães Peixoto,Marcio José
2017-06-21,1498103867751,-8.019575,-34.920122,Rua Japaratuba,Bike e Cia
2017-06-30,1498798095567,-8.041494,-34.886038,Avenida Norte Miguel Arraes de Alencar,Mega Mix
2017-06-12,1497298590407,-8.02394,-34.918054,https://kekanto.com.br/ruas/pe/recife/r-pedro-allain,Moto Pecas Norte
2017-06-21,1498057587159,-8.019598,-34.919987,Rua Japaratuba,Bike e Cia
2017-06-19,1497550089734,-8.090495,-34.908393,"Av. Mal. Mascarenhas de Morais, 884",GranVia Ford
2017-06-18,1497758803202,-8.149266,-34.912206,Rua Ernesto de Souza Leão,Auto Drive Com e Acessórios
2017-06-26,1498511516176,-8.132259,-34.918388,Rua Desembarque Aeroporto,Pass Garagge
2017-06-16,1497644126667,-8.089574,-34.907982,Avenida Marechal Mascarenhas de Morais,Caoa Veículos
2017-06-17,1497662879864,-8.044947,-34.880176,"Avenida Norte Miguel Arraes de Alencar, 866 em Santo Amaro",Adelmo Auto Serviços
2017-06-08,1496788810551,-8.066494,-34.908102,"Estrada Dos Remédios, 1561",Auto Line Veiculos
2017-06-14,1497481403472,-8.067071,-34.908102,Rua Felipe Moura,L'equipe - Recife
2017-06-21,1498041399660,-8.042566,-34.943599,"Avenida Professor  Moraes Rêgo, 428 em Várzea",Vibeira Auto Peças
2017-06-13,1497368740315,-8.049216,-34.881652,Rua Pedro Afonso,Via Norte Auto Peças
2017-06-26,1498508299359,-8.061625,-34.906341,Avenida Engenheiro Abdias de Carvalho,CarGlass
2017-06-17,1497702589067,-8.092595,-34.886512,Avenida Encanta Moça,HDI Seguros Bate-Pronto Pernambuco
2017-06-22,1498135801038,-8.022298,-34.891608,"Rua Bom Conselho, 312 Casa B em Água Fria",Roberta
2017-06-28,1498689062712,-8.057074,-34.904299,Rua Antônio Camilo Dias,Oliveira Veículos
2017-06-22,1498129157060,-8.064371,-34.989413,Avenida Prefeito Antônio Pereira,Apavel - VOLVO Trucks & Bus
2017-06-15,1497558284470,-8.04489,-34.942464,Rua Lago Verde,Ligue Peças 
2017-06-16,1497650743770,-8.037406,-34.945265,Avenida Caxangá,Itaoca Veículos
2017-06-26,1496958833533,-8.045024,-34.880101,"Avenida Norte Miguel Arraes de Alencar, 866 em Santo Amaro",Adelmo Auto Serviços
2017-06-07,1496769159634,-8.095693,-34.919164,"Avenida Pinheiros, 1488 pv A em Imbiribeira",Autoline Veículos
2017-06-19,1497904174939,-8.087116,-34.93141,Avenida Doutor José Rufino,Floresta Auto Peças
2017-06-30,1498858478089,-8.132269,-34.918378,Rua Desembarque Aeroporto,Pass Garagge
2017-06-07,1496870230192,-8.053254,-34.906497,Rua José Osório,Pirelli - Hot Car - Madalena
2017-06-14,1497056586348,-8.043826,-34.879831,"Rua Espinhara,, 42 Largo do Salgado em Santo Amaro",Teleservicos 24 Hora
2017-06-09,1496982947429,-8.034705,-34.884519,Rua Cristovão Jaques,Neto Rodas Auto Service
2017-06-20,1497977080913,-8.026079,-34.919896,Rua Rio Sul,Rodopecas
2017-06-26,1498518498928,-8.126592,-34.906884,Rua Coronel Anizío Rodrigues Coelho,Lava Jato K'Beer
2017-06-18,1497810593862,-8.0534,-34.907402,Rua José Osório,Geo Automóveis
2017-06-20,1498000213122,-8.078682,-34.892589,"Rua Capitão Temudo, 266 em Cabanga",Meio Fio Veículos
2017-06-08,1496931928379,-8.062551,-34.934717,Rua Guaramiranga,Paraiba So Macha
2017-06-07,1496860840633,-8.048651,-34.909827,Rua Belarminio Carneiro,Clinauto
2017-06-22,1498148146811,-8.126289,-34.913961,Rua Maria Vicentina da Silva,Mafral Baterias
2017-06-26,1497998796642,-8.046738,-34.920253,"Rua Joaquim Alheiros, 289 em Cordeiro",Severino Rodrigues Andrade Veículos - Cordeiro
2017-06-30,1498846586977,-8.055417,-34.906788,Avenida Visconde de Albuquerque,Astral Veículos Multimarcas
2017-06-28,1498686744035,-8.038522,-34.872225,Rua Arlíndo Melo,Stand Kar
2017-06-23,1498217023579,-8.127487,-34.904655,Rua General Luís Malet,Meira Lins Piedade
2017-06-08,1496925192500,-8.06646,-34.908446,Estrada dos Remédios,Fiori Motos
2017-06-18,1497795324992,-8.041105,-34.937779,Avenida Caxangá,Novo Horizonte Veículos - Cordeiro
2017-06-25,1498354159317,-8.052282,-34.941112,Rua Lindolfo Color,Oficina de Junior
2017-06-07,1496790322085,-8.044947,-34.880176,"Avenida Norte Miguel Arraes de Alencar, 866 em Santo Amaro",Adelmo Auto Serviços
2017-06-21,1498050677413,-8.065722,-34.90809,Estrada dos Remédios,Pedragon Concessionária Chevrolet
2017-06-13,1497394162508,-8.061574,-34.882428,"Avenida Conde  Da Boa Vista, 88 Térreo em Boa Vista",Mar Veiculos
2017-06-13,1497320208518,-8.126867,-34.913961,Rua Nestor Moreira,Import Service
2017-06-30,1498845582402,-8.010171,-34.890154,Rua Barão de Oeiras,Honda
2017-06-08,1496918569233,-8.090006,-34.907854,Avenida Sul Governador Cid Sampaio,GranVia Ford
2017-06-09,1497021399633,-8.127153,-34.949456,"Rua Benigno J Vasconcelos, 255 em Cohab",Andrezão Auto Peças e Serviços
2017-06-14,1497470861915,-8.025813,-34.919853,Rua Casa Amarela,Rodopecas
2017-06-09,1496674804125,-8.092758,-34.908694,"Avenida Mascarenhas de Moraes, 1043 em Imbiribeira",Meira Lins - Concessionária Volkswagen
2017-06-17,1497715498135,-8.038882,-34.890111,Rua José de Sá Carneiro,Renault Regence
2017-06-30,1498861480698,-8.052696,-34.897534,Rua Joaquim Nabuco,Pra Fiat
2017-06-28,1498667748888,-8.05183,-34.918313,Avenida Caxangá,Belo Autopeças
2017-06-19,1497136032645,-8.12047,-34.898546,Avenida Engenheiro Domingos Ferreira 3704,J L Bike
2017-06-12,1497262331642,-8.111856,-34.89316,Avenida Engenheiro Domingos Ferreira,América Veículos Concessionária Ford
2017-06-14,1497442994110,-8.116166,-34.90305,Rua Padre Carapuceiro,Mar Veiculos
2017-06-09,1497023245892,-8.044236,-34.881555,Avenida Norte Miguel Arraes de Alencar,Sol Auto Peças
2017-06-29,1498752411145,-8.039335,-34.889065,"Av. Norte Miguel Arraes de Alencar, 2120",Nipel Nivaldo Peças e Serviços
2017-06-19,1497870536555,-8.058676,-34.886068,Rua Gervásio Píres,Pró Pneus
2017-06-09,1497052607219,-8.040286,-34.887061,Avenida Norte Miguel Arraes de Alencar,Kalhambek Equipadora
2017-06-10,1497094253987,-8.042402,-34.935201,PE-005,Mega Veículos
2017-06-29,1498682406979,-8.059705,-34.898374,"Rua Livramento, 25 em Santo Antônio",Recife Motor
2017-06-27,1498561658753,-8.054963,-34.909707,Rua Manuel Bezerra,Mult Peças & Serviços
2017-06-22,1498131995342,-8.065494,-34.909262,Rua Cosme Viana,Fiori
2017-06-30,1498832695578,-8.036892,-34.880109,Rua Odorico Mendes,J Peças Novas e Usadas em Geral
2017-06-26,1498506700854,-8.031392,-34.89191,Avenida Beberibe,Disnove
2017-06-23,1498232796010,-8.132369,-34.918367,Rua Desembarque Aeroporto,Pass Garagge
2017-06-07,1496893996745,-8.118177,-34.922417,Avenida Recife,Sul Peças
2017-06-15,1497526406925,-8.112761,-34.905646,Avenida Antônio Tôrres Galvão,Marcone das Baterias
2017-06-30,1498827862652,-8.039874,-34.890865,Rua Alfredo de Castro,Renault Regence
2017-06-09,1497021111702,-8.138849,-34.905947,Rua Izabel Magalhães,Recife Troca Lubrificantes
2017-06-22,1498142313946,-8.129397,-34.89943,Rua dos Navegantes,Marcos Pneus
2017-06-28,1498598124490,-8.065777,-34.905953,Rua Campos Tabaiares,Frota Plus Locacao De Veiculos Ltda
2017-06-06,1496781585596,-8.100599,-34.924764,Rua dos Prazeres,Joabes Pedro de Souz
2017-06-13,1497319964175,-8.053737,-34.904762,Rua Professor José Torres Pires,Fred'S Veículos - Madalena
2017-06-28,1498665789476,-8.074811,-34.907578,Estrada dos Remédios,Casa Luna
2017-06-27,1498578520393,-8.132068,-34.918302,Rua Desembarque Aeroporto,Pass Garagge
2017-06-06,1496776513585,-8.094104,-34.888451,Rua Euríco Vitrúvio,V C V Auto Peças
2017-06-28,1498609876180,-8.081064,-34.90682,"Rua R. BUENOPOLIS, 73",Identifica Reintegradora de Veículos e Assessoria
2017-06-06,1496769165960,-8.059715,-34.898363,Rua Viscondessa do Livramento,Recife Motor
2017-06-17,1497708156869,-8.064772,-34.909666,Rua Padre Teófilo Tworz,Concessionária Fiat Fiori
2017-06-19,1497890971459,-8.042339,-34.879513,Rua Guaraí,Via Norte Auto Peças
2017-06-19,1497834832219,-8.044947,-34.880176,"Avenida Norte Miguel Arraes de Alencar, 866 em Santo Amaro",Adelmo Auto Serviços
2017-06-15,1497549980727,-8.026035,-34.919789,Rua Rio Sul,Rodopecas
2017-06-29,1498756976717,-8.126707,-34.906723,Rua Coronel Anizío Rodrigues Coelho,Lava Jato K'Beer
2017-06-15,1497490986925,-8.057154,-34.918098,Rua Gomes Taborda,Bateria de Carro - Torre 
2017-06-30,1498823611282,-8.086995,-34.908102,Rua Álvaro Amorim,Meira Lins
2017-06-22,1498127781110,-8.113107,-34.905161,Rua Duque Estrada,Audi Center Recife
2017-06-30,1498840094278,-8.131953,-34.918098,Rua Desembarque Aeroporto,Pass Garagge
2017-06-06,1496780884089,-8.112103,-34.913143,Avenida Marechal Mascarenhas de Morais,Kia Intervia - Recife
2017-06-22,1498160450516,-8.05469,-34.89769,Avenida Governador Agamenon Magalhães,Toyolex Veículos
